Date,Open,High,Low,Close,Adj Close,Volume
2010-11-01,23366.820313,24931.849609,23366.820313,24876.820313,24876.820313,11162270800
2010-11-08,24838.220703,24988.570313,24187.269531,24222.580078,24222.580078,9904070600
2010-11-15,24371.769531,24382.140625,23192.490234,23605.710938,23605.710938,9385801300
2010-11-22,23499.630859,23592.769531,22782.980469,22877.250000,22877.250000,7701305000
2010-11-29,22832.050781,23611.039063,22785.279297,23320.519531,23320.519531,7910485800
2010-12-06,23507.199219,23612.250000,22965.900391,23162.910156,23162.910156,7023455500
2010-12-13,23362.320313,23490.179688,22519.609375,22714.849609,22714.849609,6762516100
2010-12-20,22708.429688,23160.439453,22392.669922,22833.800781,22833.800781,4900667600
2010-12-27,22833.800781,23111.269531,22529.259766,23035.449219,23035.449219,3450588600
2011-01-03,23135.640625,23880.769531,23057.519531,23686.630859,23686.630859,6110426300
2011-01-10,23715.470703,24378.810547,23481.800781,24283.230469,24283.230469,7706644900
2011-01-17,24364.070313,24434.400391,23840.289063,23876.859375,23876.859375,6718758300
2011-01-24,23970.300781,24023.679688,23580.419922,23617.019531,23617.019531,6646064700
2011-01-31,23314.689453,23922.740234,23285.599609,23908.960938,23908.960938,4412903600
2011-02-07,23981.740234,23981.740234,22446.669922,22828.919922,22828.919922,9904785400
2011-02-14,22920.289063,23614.609375,22809.009766,23595.240234,23595.240234,7816989600
2011-02-21,23500.109375,23585.630859,22575.990234,23012.369141,23012.369141,7159151300
2011-02-28,22900.150391,23506.669922,22886.369141,23408.859375,23408.859375,8575658800
2011-03-07,23257.140625,23934.070313,23105.990234,23249.779297,23249.779297,8209418700
2011-03-14,23207.150391,23345.880859,22123.259766,22300.230469,22300.230469,9670702200
2011-03-21,22401.060547,23179.259766,22395.300781,23158.669922,23158.669922,9123451600
2011-03-28,23114.070313,23827.210938,22952.429688,23801.900391,23801.900391,9915506200
2011-04-04,23917.009766,24468.640625,23917.009766,24396.070313,24396.070313,7367752600
2011-04-11,24394.990234,24466.470703,23842.289063,24008.070313,24008.070313,7214143700
2011-04-18,23977.869141,24185.490234,23468.199219,24138.310547,24138.310547,5494141100
2011-04-25,24138.310547,24260.769531,23633.740234,23720.810547,23720.810547,5420435400
2011-05-02,23720.810547,23924.480469,22985.660156,23159.140625,23159.140625,6033641500
2011-05-09,23249.980469,23509.009766,22888.080078,23276.269531,23276.269531,4762485100
2011-05-16,23054.060547,23248.130859,22768.029297,23199.390625,23199.390625,5014338300
2011-05-23,22942.960938,23150.599609,22519.660156,23118.070313,23118.070313,6191423200
2011-05-30,23117.800781,23707.949219,22932.480469,22949.560547,22949.560547,7788679000
2011-06-06,22762.210938,22928.960938,22297.939453,22420.369141,22420.369141,7657490800
2011-06-13,22172.609375,22642.460938,21628.330078,21695.259766,21695.259766,7898875300
2011-06-20,21770.789063,22182.750000,21508.769531,22171.949219,22171.949219,8707989800
2011-06-27,21888.039063,22464.050781,21888.039063,22398.099609,22398.099609,5855019500
2011-07-04,22813.250000,22835.029297,22509.179688,22726.429688,22726.429688,15062212300
2011-07-11,22598.619141,22598.619141,21648.390625,21875.380859,21875.380859,8509285800
2011-07-18,21727.929688,22449.109375,21611.160156,22444.800781,22444.800781,7777204500
2011-07-25,22287.369141,22635.380859,22217.400391,22440.250000,22440.250000,7346290700
2011-08-01,22739.550781,22808.330078,20643.259766,20946.140625,20946.140625,10375566700
2011-08-08,20409.009766,20572.509766,18868.109375,19620.009766,19620.009766,15158426200
2011-08-15,20056.779297,20504.380859,19314.419922,19399.919922,19399.919922,8845760900
2011-08-22,19465.300781,19919.919922,19047.640625,19582.880859,19582.880859,10081221800
2011-08-29,19883.060547,20975.300781,19749.400391,20212.910156,20212.910156,16685661600
2011-09-05,19830.500000,20159.289063,19290.400391,19866.630859,19866.630859,8601847500
2011-09-12,19264.679688,19652.529297,18627.650391,19455.310547,19455.310547,8759465800
2011-09-19,19247.589844,19247.589844,17373.410156,17668.830078,17668.830078,11896950800
2011-09-26,17634.419922,18136.019531,16999.539063,17592.410156,17592.410156,11758843200
2011-10-03,17179.199219,17800.720703,16170.349609,17707.009766,17707.009766,11619982000
2011-10-10,17853.259766,18758.740234,17437.839844,18501.789063,18501.789063,10902470000
2011-10-17,18808.660156,18908.169922,17782.000000,18025.720703,18025.720703,7533074200
2011-10-24,18444.160156,20272.380859,18435.410156,20019.240234,20019.240234,12427118000
2011-10-31,20027.720703,20155.619141,19024.070313,19842.789063,19842.789063,9873869000
2011-11-07,19894.220703,20173.140625,18945.580078,19137.169922,19137.169922,8793863300
2011-11-14,19600.369141,19640.679688,18398.960938,18491.230469,18491.230469,12695645300
2011-11-21,18213.720703,18355.119141,17613.199219,17689.480469,17689.480469,7257587200
2011-11-28,18019.210938,19151.650391,17860.800781,19040.390625,19040.390625,12157891400
2011-12-05,19117.890625,19242.800781,18511.419922,18586.230469,18586.230469,7663397600
2011-12-12,18853.320313,18919.419922,17895.150391,18285.390625,18285.390625,7342251800
2011-12-19,18053.640625,18636.750000,17821.519531,18629.169922,18629.169922,5883208400
2011-12-26,18629.169922,18629.169922,18293.810547,18434.390625,18434.390625,2905052300
2012-01-02,18770.640625,18970.599609,18506.580078,18593.060547,18593.060547,4886317300
2012-01-09,18588.359375,19261.289063,18302.839844,19204.419922,19204.419922,9223140700
2012-01-16,19070.740234,20161.720703,18985.750000,20110.369141,20110.369141,10356115900
2012-01-23,20110.369141,20590.800781,20110.369141,20501.669922,20501.669922,3851336000
2012-01-30,20518.000000,20796.740234,20144.949219,20756.980469,20756.980469,9786280700
2012-02-06,21015.550781,21053.060547,20633.130859,20783.859375,20783.859375,9365238100
2012-02-13,20718.800781,21546.730469,20673.960938,21491.619141,21491.619141,7867098000
2012-02-20,21760.339844,21760.339844,21221.390625,21406.859375,21406.859375,7291593700
2012-02-27,21381.660156,21716.759766,21076.519531,21562.259766,21562.259766,7752947200
2012-03-05,21518.029297,21578.759766,20521.960938,21086.000000,21086.000000,10399986100
2012-03-12,21073.589844,21638.320313,20924.359375,21317.849609,21317.849609,7273325900
2012-03-19,21454.009766,21454.009766,20596.890625,20668.800781,20668.800781,7315575200
2012-03-26,20672.369141,21063.380859,20374.029297,20555.580078,20555.580078,8043709600
2012-04-02,20662.970703,20816.089844,20404.150391,20593.000000,20593.000000,3852052400
2012-04-09,20387.429688,20719.039063,20035.679688,20701.039063,20701.039063,6142131400
2012-04-16,20516.089844,21076.429688,20392.570313,21010.640625,21010.640625,10209341700
2012-04-23,20970.960938,20970.960938,20534.130859,20741.449219,20741.449219,6196119900
2012-04-30,20889.769531,21385.300781,20889.769531,21086.000000,21086.000000,11383043600
2012-05-07,20658.410156,20674.449219,19901.410156,19964.630859,19964.630859,8825021400
2012-05-14,20037.519531,20044.689453,18622.310547,18951.849609,18951.849609,9827002000
2012-05-21,18902.000000,19182.660156,18577.089844,18713.410156,18713.410156,7161766700
2012-05-28,18672.320313,19058.470703,18378.140625,18558.339844,18558.339844,10772790300
2012-06-04,18249.609375,18845.570313,18056.400391,18502.339844,18502.339844,8714792600
2012-06-11,18978.880859,19254.560547,18708.259766,19233.939453,19233.939453,8312859900
2012-06-18,19578.130859,19578.820313,18976.050781,18995.130859,18995.130859,6341372400
2012-06-25,19019.029297,19510.769531,18850.470703,19441.460938,19441.460938,7389099100
2012-07-02,19441.460938,19869.109375,19441.460938,19800.640625,19800.640625,5966775400
2012-07-09,19634.839844,19737.919922,18998.300781,19092.630859,19092.630859,7547304900
2012-07-16,19265.339844,19656.109375,19061.669922,19640.800781,19640.800781,6653527800
2012-07-23,19259.359375,19330.689453,18710.589844,19274.960938,19274.960938,6201799500
2012-07-30,19505.029297,19898.919922,19454.330078,19666.179688,19666.179688,7490008500
2012-08-06,20052.500000,20300.029297,19966.119141,20136.119141,20136.119141,6828944300
2012-08-13,20188.480469,20299.720703,19919.560547,20116.070313,20116.070313,6055873300
2012-08-20,20080.320313,20141.160156,19840.189453,19880.029297,19880.029297,5458242900
2012-08-27,19939.539063,19939.539063,19450.769531,19482.570313,19482.570313,6164161800
2012-09-03,19414.619141,19829.019531,19076.789063,19802.160156,19802.160156,8750261800
2012-09-10,19876.410156,20648.099609,19658.710938,20629.779297,20629.779297,9978474200
2012-09-17,20758.490234,20895.609375,20568.119141,20734.939453,20734.939453,8278101800
2012-09-24,20611.099609,20889.900391,20485.080078,20840.380859,20840.380859,6301666700
2012-10-01,20840.380859,21021.240234,20799.820313,21012.380859,21012.380859,3694963900
2012-10-08,20979.529297,21236.570313,20767.359375,21136.429688,21136.429688,8999087400
2012-10-15,21137.609375,21606.320313,21076.949219,21551.759766,21551.759766,8360367200
2012-10-22,21440.009766,21847.699219,21431.240234,21545.570313,21545.570313,6467271700
2012-10-29,21478.119141,22149.699219,21338.650391,22111.330078,22111.330078,7927744100
2012-11-05,22044.210938,22141.130859,21330.339844,21384.380859,21384.380859,7162674400
2012-11-12,21367.570313,21462.449219,21098.410156,21159.009766,21159.009766,6128684800
2012-11-19,21209.949219,21924.060547,21136.320313,21913.980469,21913.980469,6415907100
2012-11-26,21986.359375,22091.609375,21629.580078,22030.390625,22030.390625,6653427500
2012-12-03,22070.439453,22371.400391,21687.880859,22191.169922,22191.169922,8231066600
2012-12-10,22377.560547,22636.429688,22235.759766,22605.980469,22605.980469,8077730100
2012-12-17,22590.759766,22683.720703,22423.160156,22506.289063,22506.289063,9672435400
2012-12-24,22494.710938,22718.830078,22494.710938,22666.589844,22666.589844,2657453600
2012-12-31,22584.439453,23400.740234,22566.890625,23331.089844,23331.089844,6531625600
2013-01-07,23345.199219,23486.599609,23088.400391,23264.070313,23264.070313,7820424700
2013-01-14,23326.820313,23606.500000,23203.240234,23601.779297,23601.779297,7630485800
2013-01-21,23565.960938,23710.869141,23481.369141,23580.429688,23580.429688,7051788000
2013-01-28,23621.949219,23916.160156,23571.300781,23721.839844,23721.839844,10017782800
2013-02-04,23866.800781,23944.740234,23101.089844,23215.160156,23215.160156,10727816800
2013-02-11,23215.160156,23469.259766,23215.160156,23444.560547,23444.560547,2584464500
2013-02-18,23477.490234,23477.490234,22674.589844,22782.439453,22782.439453,7715917900
2013-02-25,22852.890625,23031.689453,22445.339844,22880.220703,22880.220703,8452955500
2013-03-04,22866.509766,23220.519531,22466.080078,23091.949219,23091.949219,8905556700
2013-03-11,23131.439453,23262.019531,22305.539063,22533.109375,22533.109375,9512834800
2013-03-18,22185.320313,22403.789063,21975.900391,22115.300781,22115.300781,8809965000
2013-03-25,22327.529297,22529.369141,22088.560547,22299.630859,22299.630859,7151166800
2013-04-01,22299.630859,22527.119141,21703.279297,21726.900391,21726.900391,5087494600
2013-04-08,21733.779297,22251.619141,21612.050781,22089.050781,22089.050781,6926280600
2013-04-15,21998.740234,22016.970703,21423.250000,22013.570313,22013.570313,8481261000
2013-04-22,22038.130859,22690.330078,21747.470703,22547.710938,22547.710938,8509072900
2013-04-29,22567.630859,22886.169922,22488.650391,22689.960938,22689.960938,5665820500
2013-05-06,22967.779297,23353.679688,22855.580078,23321.220703,23321.220703,7337594700
2013-05-13,23245.580078,23245.580078,22878.640625,23082.679688,23082.679688,5698101900
2013-05-20,23348.740234,23512.419922,22470.529297,22618.669922,22618.669922,10457811100
2013-05-27,22571.630859,22942.150391,22290.720703,22392.160156,22392.160156,7922939900
2013-06-03,22301.679688,22564.179688,21506.330078,21575.259766,21575.259766,8036086600
2013-06-10,21592.900391,21723.859375,20652.750000,20969.140625,20969.140625,9280727400
2013-06-17,21007.279297,21272.750000,19969.980469,20263.310547,20263.310547,12099913800
2013-06-24,20023.439453,20818.349609,19426.359375,20803.289063,20803.289063,13731998400
2013-07-01,20803.289063,21004.560547,20119.560547,20854.669922,20854.669922,7698476500
2013-07-08,20598.210938,21522.150391,20244.070313,21277.279297,21277.279297,8665950900
2013-07-15,21278.619141,21460.960938,21205.599609,21362.419922,21362.419922,5811533700
2013-07-22,21498.960938,22034.380859,21283.830078,21968.949219,21968.949219,7363874300
2013-07-29,21896.119141,22291.410156,21749.689453,22190.970703,22190.970703,5711650400
2013-08-05,22273.820313,22273.820313,21571.150391,21807.560547,21807.560547,5121803300
2013-08-12,21796.460938,22695.990234,21735.060547,22517.810547,22517.810547,8542918600
2013-08-19,22432.869141,22551.269531,21538.189453,21863.509766,21863.509766,7671252300
2013-08-26,21943.400391,22116.000000,21465.720703,21731.369141,21731.369141,7738108900
2013-09-02,21948.720703,22699.589844,21948.720703,22621.220703,22621.220703,11863891900
2013-09-09,22770.250000,23120.460938,22680.630859,22915.279297,22915.279297,9370628700
2013-09-16,23210.359375,23554.339844,23080.589844,23502.509766,23502.509766,6294919200
2013-09-23,23414.980469,23466.669922,23043.890625,23207.039063,23207.039063,7475624600
2013-09-30,22946.740234,23241.500000,22845.439453,23138.539063,23138.539063,5393584200
2013-10-07,23152.919922,23336.589844,22743.470703,23218.320313,23218.320313,6337149300
2013-10-14,23399.789063,23411.210938,23073.880859,23340.099609,23340.099609,4837776000
2013-10-21,23494.369141,23534.669922,22640.179688,22698.339844,22698.339844,7671103800
2013-10-28,22753.750000,23336.980469,22753.750000,23249.789063,23249.789063,7285205600
2013-11-04,23322.070313,23345.929688,22686.570313,22744.390625,22744.390625,5779898300
2013-11-11,22781.990234,23124.300781,22463.400391,23032.150391,23032.150391,7787731300
2013-11-18,23397.730469,23856.900391,23390.660156,23696.279297,23696.279297,12188058300
2013-11-25,23829.970703,24014.810547,23649.800781,23881.289063,23881.289063,6822213400
2013-12-02,23936.150391,24111.550781,23563.210938,23743.099609,23743.099609,7157926500
2013-12-09,23970.000000,23970.000000,23017.339844,23245.960938,23245.960938,7464855100
2013-12-16,23138.279297,23404.449219,22713.699219,22812.179688,22812.179688,8121637400
2013-12-23,22946.550781,23283.310547,22862.890625,23243.240234,23243.240234,2746120500
2013-12-30,23353.539063,23469.330078,22782.419922,22817.279297,22817.279297,4711384500
2014-01-06,22732.830078,23044.970703,22567.769531,22846.250000,22846.250000,8790986700
2014-01-13,23046.410156,23263.419922,22637.550781,23133.349609,23133.349609,6627803200
2014-01-20,23048.130859,23139.650391,22435.720703,22450.060547,22450.060547,9061546600
2014-01-27,22019.099609,22222.699219,21746.230469,22035.419922,22035.419922,7604581600
2014-02-03,21561.699219,21703.689453,21197.779297,21636.849609,21636.849609,7708240900
2014-02-10,21646.750000,22412.740234,21524.810547,22298.410156,22298.410156,8261575200
2014-02-17,22463.400391,22742.720703,22297.849609,22568.240234,22568.240234,7521547900
2014-02-24,22576.349609,22986.699219,22258.890625,22836.960938,22836.960938,8852793800
2014-03-03,22630.769531,22839.429688,22487.230469,22660.490234,22660.490234,7604494500
2014-03-10,22339.419922,22388.460938,21462.490234,21539.490234,21539.490234,8154049400
2014-03-17,21494.369141,21614.529297,21137.609375,21436.699219,21436.699219,8376818300
2014-03-24,21657.550781,22143.240234,21590.070313,22065.529297,22065.529297,10187791700
2014-03-31,22244.160156,22722.240234,22043.509766,22510.080078,22510.080078,7995198700
2014-04-07,22416.470703,23224.539063,22326.410156,23003.640625,23003.640625,10781180900
2014-04-14,22911.820313,23090.939453,22627.509766,22760.240234,22760.240234,5093435700
2014-04-21,22718.689453,22855.259766,22213.740234,22223.529297,22223.529297,5390944700
2014-04-28,22122.380859,22474.189453,22096.949219,22260.669922,22260.669922,5816252200
2014-05-05,22195.800781,22284.560547,21680.330078,21862.990234,21862.990234,5117050200
2014-05-12,21921.589844,22792.630859,21796.900391,22712.910156,22712.910156,7065482800
2014-05-19,22751.240234,23053.279297,22555.970703,22965.859375,22965.859375,7055955500
2014-05-26,23055.470703,23209.259766,22886.460938,23081.650391,23081.650391,7482188100
2014-06-02,23327.509766,23327.509766,22950.669922,22951.000000,22951.000000,5908868100
2014-06-09,23086.939453,23397.769531,23053.380859,23319.169922,23319.169922,7047515000
2014-06-16,23299.039063,23340.419922,23122.750000,23194.060547,23194.060547,6636049400
2014-06-23,23165.259766,23393.810547,22802.099609,23221.519531,23221.519531,7022739600
2014-06-30,23273.189453,23626.140625,22960.080078,23546.359375,23546.359375,5603097400
2014-07-07,23581.400391,23592.380859,23126.679688,23233.449219,23233.449219,5795415900
2014-07-14,23310.160156,23583.349609,23240.609375,23454.789063,23454.789063,5075919100
2014-07-21,23484.529297,24247.199219,23372.630859,24216.009766,24216.009766,8277327600
2014-07-28,24249.269531,24912.220703,24248.359375,24532.429688,24532.429688,10194089000
2014-08-04,24590.109375,24690.599609,24190.929688,24331.410156,24331.410156,6179832500
2014-08-11,24533.339844,25010.310547,24491.019531,24954.939453,24954.939453,6232063300
2014-08-18,24943.599609,25201.210938,24765.029297,25112.230469,25112.230469,6629464700
2014-08-25,25049.960938,25243.160156,24630.800781,24742.060547,24742.060547,7299624600
2014-09-01,24703.740234,25362.980469,24576.230469,25240.150391,25240.150391,9774112100
2014-09-08,25293.089844,25293.089844,24487.939453,24595.320313,24595.320313,5698434200
2014-09-15,24410.380859,24471.800781,24103.529297,24306.160156,24306.160156,7939968400
2014-09-22,24072.179688,24082.619141,23555.619141,23678.410156,23678.410156,7424485800
2014-09-29,23399.509766,23399.509766,22565.599609,23064.560547,23064.560547,6997890800
2014-10-06,23053.789063,23581.349609,22988.640625,23088.539063,23088.539063,7059868300
2014-10-13,22884.000000,23409.960938,22868.019531,23023.210938,23023.210938,7765208600
2014-10-20,23239.779297,23460.769531,22964.919922,23302.199219,23302.199219,6181816100
2014-10-27,23275.400391,24046.400391,23012.800781,23998.060547,23998.060547,8800252600
2014-11-03,24133.449219,24133.449219,23430.199219,23550.240234,23550.240234,6669248300
2014-11-10,24074.849609,24110.240234,23703.720703,24087.380859,24087.380859,10734484500
2014-11-17,24313.060547,24313.060547,23252.630859,23437.119141,23437.119141,7559449400
2014-11-24,23883.320313,24228.109375,23799.419922,23987.449219,23987.449219,12139409800
2014-12-01,23678.000000,24170.050781,23293.810547,24002.640625,24002.640625,17791161900
2014-12-08,24113.140625,24189.589844,23169.669922,23249.199219,23249.199219,14071379700
2014-12-15,22977.839844,23189.599609,22529.750000,23116.630859,23116.630859,10995408600
2014-12-22,23264.050781,23495.619141,23264.050781,23349.339844,23349.339844,5499178000
2014-12-29,23694.529297,23998.900391,23442.550781,23721.300781,23721.300781,6752194400
2015-01-05,23699.189453,24169.060547,23312.500000,23919.949219,23919.949219,11730692200
2015-01-12,24118.589844,24369.000000,23905.009766,24103.519531,24103.519531,7741579000
2015-01-19,23971.230469,24896.220703,23590.050781,24850.449219,24850.449219,10477369100
2015-01-26,24907.189453,24995.080078,24450.050781,24507.050781,24507.050781,7690751300
2015-02-02,24347.269531,25048.259766,24324.369141,24679.390625,24679.390625,8749692800
2015-02-09,24529.550781,24702.539063,24226.289063,24682.539063,24682.539063,6389760900
2015-02-16,24717.490234,24871.789063,24653.880859,24832.080078,24832.080078,2725382100
2015-02-23,24916.240234,25101.960938,24664.679688,24823.289063,24823.289063,6790921700
2015-03-02,24996.759766,24997.830078,24126.089844,24164.000000,24164.000000,8205315700
2015-03-09,23982.500000,24205.859375,23677.060547,23823.210938,23823.210938,7976588100
2015-03-16,23771.400391,24524.550781,23711.269531,24375.240234,24375.240234,7876883200
2015-03-23,24538.339844,24613.689453,24294.949219,24486.199219,24486.199219,7398044200
2015-03-30,24727.460938,25297.800781,24725.519531,25275.640625,25275.640625,8951367400
2015-04-06,25214.330078,27922.669922,25152.570313,27272.390625,27272.390625,12467212700
2015-04-13,27374.330078,28031.960938,27304.119141,27653.119141,27653.119141,18803292200
2015-04-20,27770.789063,28213.630859,26959.769531,28060.980469,28060.980469,13337905400
2015-04-27,28245.140625,28588.519531,27997.900391,28133.000000,28133.000000,10491724900
2015-05-04,28231.259766,28343.740234,27207.279297,27577.339844,27577.339844,10270284700
2015-05-11,27837.039063,27928.599609,27191.029297,27822.279297,27822.279297,8436134100
2015-05-18,27792.439453,28041.320313,27393.310547,27992.830078,27992.830078,7529492000
2015-05-25,28462.320313,28524.599609,27242.109375,27424.189453,27424.189453,10652510500
2015-06-01,27373.060547,27854.740234,27094.500000,27260.160156,27260.160156,10505693900
2015-06-08,27147.240234,27428.589844,26573.960938,27280.539063,27280.539063,10157889200
2015-06-15,27095.179688,27131.359375,26553.039063,26760.529297,26760.529297,8873575900
2015-06-22,26854.320313,27470.500000,26522.449219,26663.869141,26663.869141,9607824600
2015-06-29,26560.130859,26631.509766,25617.779297,26064.109375,26064.109375,9578410600
2015-07-06,26083.990234,26261.529297,22836.820313,24901.279297,24901.279297,19473734500
2015-07-13,24709.580078,25517.449219,24596.439453,25415.269531,25415.269531,8523761200
2015-07-20,25540.310547,25634.320313,25073.199219,25128.509766,25128.509766,5777767700
2015-07-27,24906.779297,24947.349609,24140.619141,24636.279297,24636.279297,8654429500
2015-08-03,24533.140625,24641.929688,24217.779297,24552.470703,24552.470703,5882307100
2015-08-10,24433.660156,24924.070313,23826.960938,23991.029297,23991.029297,7586570600
2015-08-17,23945.599609,24024.369141,22185.849609,22409.619141,22409.619141,9396619600
2015-08-24,21605.970703,22424.400391,20865.259766,21612.390625,21612.390625,16327225200
2015-08-31,21793.019531,21793.019531,20715.019531,20840.609375,20840.609375,9476161400
2015-09-07,20683.310547,22228.589844,20524.880859,21504.369141,21504.369141,11332203400
2015-09-14,21678.880859,22203.359375,21411.169922,21920.830078,21920.830078,9075334000
2015-09-21,21614.429688,22111.669922,20957.990234,21186.320313,21186.320313,8441146600
2015-09-28,20579.220703,21530.800781,20368.119141,21506.089844,21506.089844,6832680100
2015-10-05,21930.970703,22807.859375,21719.289063,22458.800781,22458.800781,10358704500
2015-10-12,22614.330078,23178.140625,22356.560547,23067.369141,23067.369141,8778905000
2015-10-19,23085.609375,23220.380859,22727.589844,23151.939453,23151.939453,5346074000
2015-10-26,23423.640625,23423.640625,22612.560547,22640.039063,22640.039063,7671009000
2015-11-02,22502.279297,23342.070313,22332.710938,22867.330078,22867.330078,8660096000
2015-11-09,22753.509766,22980.970703,22318.619141,22396.140625,22396.140625,8607776500
2015-11-16,21958.279297,22790.070313,21958.279297,22754.720703,22754.720703,7268029600
2015-11-23,22760.050781,22802.710938,22051.009766,22068.320313,22068.320313,7020381900
2015-11-30,21974.810547,22563.470703,21907.349609,22235.890625,22235.890625,9462781000
2015-12-07,22336.320313,22352.250000,21440.699219,21464.050781,21464.050781,7457095100
2015-12-14,21063.279297,22005.189453,21010.259766,21755.560547,21755.560547,8316089900
2015-12-21,21641.169922,22217.449219,21641.169922,22138.130859,22138.130859,3985356500
2015-12-28,22151.730469,22151.730469,21864.119141,21914.400391,21914.400391,3209974700
2016-01-04,21782.619141,21794.839844,20323.970703,20453.710938,20453.710938,9908060300
2016-01-11,19997.419922,20234.779297,19500.380859,19520.769531,19520.769531,9465090800
